	id	videoID	feature	duration	label
86	103	AnlJplInlxI	"[[-8.65686778e-03  2.13682428e-02  1.81855354e-02 ...  6.93715038e-03
   2.49353633e-03  3.00556677e-03]
 [-1.38807120e-02 -8.69046990e-03  6.69505680e-03 ...  9.77374986e-03
   2.15284601e-02  7.28164043e-04]
 [-8.77471082e-03 -1.60798077e-02  6.89841527e-03 ...  3.62947630e-03
   1.38845425e-02  1.63211965e-03]
 ...
 [ 1.17166555e-02 -1.98260285e-02  1.29763233e-02 ...  1.88892489e-04
   1.08795064e-02  1.31127955e-02]
 [-1.75324141e-03 -1.96040981e-02  4.17233771e-03 ...  9.80595872e-03
   5.12697212e-02  1.84042859e-04]
 [ 5.69926202e-03 -9.15588753e-05  5.23318071e-03 ...  1.86046045e-02
   3.42597775e-02 -2.97402591e-03]]"	404.433	-1
87	104	AnlJplInlxI	"[[-0.01280532  0.04889091  0.00809855 ...  0.02590185  0.07374699
   0.01866398]
 [-0.00682696  0.05829294  0.00934545 ...  0.01503713  0.08191419
   0.01626178]
 [-0.00279544  0.04060128  0.01160751 ...  0.04488621  0.01644074
   0.0174654 ]
 ...
 [ 0.00597194  0.05268034  0.00843808 ...  0.03402219  0.07614331
   0.00753036]
 [ 0.00576653  0.08590081  0.00425259 ...  0.04546363  0.07995727
   0.00953209]
 [ 0.0061157   0.07098243  0.01098988 ...  0.04541713  0.01459085
   0.01254329]]"	2105.2	-1
88	105	AnlJplInlxI	"[[0.01255025 0.04824826 0.00332376 ... 0.00984628 0.04572592 0.00617502]
 [0.00731095 0.04565111 0.00673771 ... 0.00871367 0.05317647 0.00883239]
 [0.01231827 0.03356608 0.00822896 ... 0.00608733 0.07168355 0.01126679]
 ...
 [0.00441403 0.03012251 0.0062946  ... 0.00697574 0.03084722 0.00735963]
 [0.01139888 0.05180974 0.01034853 ... 0.00658603 0.06194695 0.01031051]
 [0.00794872 0.04263172 0.00821411 ... 0.00781508 0.06358316 0.01155454]]"	1856.9	2
89	106	K-FrBOdee6E	"[[0.00958758 0.02724703 0.00025021 ... 0.0154135  0.09999837 0.01288887]
 [0.01057831 0.03520418 0.00095055 ... 0.02115693 0.08293825 0.01210668]
 [0.00157578 0.04396389 0.00362068 ... 0.0134504  0.027629   0.02199848]
 ...
 [0.00974387 0.03983435 0.00973381 ... 0.01393359 0.02986979 0.01256793]
 [0.00943067 0.02747187 0.0026214  ... 0.00888695 0.10648829 0.00754336]
 [0.00473333 0.0331351  0.00150281 ... 0.00988928 0.07624024 0.00669394]]"	94.2667	2
90	107	K-FrBOdee6E	"[[0.00742883 0.04889637 0.00715985 ... 0.01063971 0.02763874 0.01486507]
 [0.01046844 0.03745033 0.01120186 ... 0.00920152 0.0376105  0.0118824 ]
 [0.00476894 0.04133026 0.00996239 ... 0.00687701 0.05435122 0.01248646]
 ...
 [0.00835932 0.03001816 0.00699832 ... 0.00470578 0.07102015 0.01318537]
 [0.01025902 0.03571505 0.01201351 ... 0.0149174  0.09248801 0.00994183]
 [0.00457285 0.02640587 0.00508908 ... 0.0168092  0.01719483 0.00619561]]"	106.167	2
91	108	lnGunrQE5QA	"[[ 1.4234803e-02  2.3725905e-02  9.8274481e-03 ...  1.5492341e-02
   4.1920349e-02  1.0553031e-02]
 [ 1.0164844e-02  1.8337373e-02  1.0955303e-02 ...  2.2729162e-02
   4.0944565e-02  1.0756986e-02]
 [ 3.6827112e-03  2.0139990e-04  4.1785734e-03 ... -3.0202484e-03
   2.5569659e-02  1.1517493e-02]
 ...
 [ 1.0091923e-02  2.9954655e-02  1.1614639e-02 ... -2.8649149e-05
   4.9334519e-02  1.0537636e-02]
 [ 1.5170024e-02  6.4956113e-03  7.1631861e-03 ...  1.7354466e-02
   4.2780157e-02  9.3932720e-03]
 [ 9.4337901e-03  1.4692264e-02  6.0665379e-03 ...  2.2989361e-02
   3.5971504e-02  1.7768944e-02]]"	125.9	2
92	109	lTLAQRU7S0c	"[[ 0.0042577   0.01714764  0.009249   ...  0.00691585  0.06401735
   0.01166171]
 [ 0.00911101  0.02289952  0.00784177 ...  0.00987408  0.00668024
   0.01036681]
 [ 0.00773278  0.00650607  0.006319   ...  0.00659692  0.01405713
   0.00409021]
 ...
 [ 0.00551318  0.02272008  0.0128227  ...  0.00120026  0.04072826
   0.01749055]
 [ 0.00844801  0.01396926  0.00692081 ...  0.01915121  0.05461545
   0.01002178]
 [ 0.00182893  0.01367388  0.00303431 ...  0.01871293 -0.03182188
  -0.00078577]]"	175.367	2
93	110	lqzuCCO--Kw	"[[-0.00572343 -0.00604958  0.01179566 ...  0.00653705 -0.01930075
   0.00435665]
 [-0.00671291  0.01039911  0.00392485 ...  0.01183086  0.03929534
   0.00853198]
 [ 0.00252922  0.00391783  0.00708852 ...  0.00601039  0.00846531
   0.00062391]
 ...
 [ 0.00366759 -0.01070322  0.00934998 ...  0.00681852  0.02529831
   0.00888897]
 [-0.01339836 -0.01746361  0.01753428 ...  0.01170413  0.01544902
   0.00566643]
 [-0.00091864 -0.02141293  0.00189433 ... -0.00226201  0.03728741
   0.00192492]]"	136.64	-1
94	111	lTLAQRU7S0c	"[[-8.2595274e-03 -1.3915239e-02  1.6655839e-03 ... -9.5045222e-03
  -4.9112331e-02 -4.8558284e-03]
 [ 1.1303729e-03 -1.5261864e-02 -3.9965380e-05 ... -5.1055830e-03
  -7.3058918e-02  7.8637768e-03]
 [-1.3098200e-02 -1.9577246e-02 -1.0556380e-03 ...  5.5274796e-03
  -6.8068609e-02 -2.6905723e-03]
 ...
 [ 3.5505914e-03 -1.1323983e-02 -1.1510581e-03 ... -1.5213197e-02
  -1.4039506e-02  4.8091975e-03]
 [ 1.5861799e-03 -7.6012930e-04  6.8933768e-03 ...  1.9492818e-03
   3.1895440e-02  4.1329889e-03]
 [ 5.5489657e-03  4.5494600e-03  1.5077714e-02 ...  4.8992620e-03
   2.6939744e-03 -8.3211577e-03]]"	57.8333	-1
95	112	lqzuCCO--Kw	"[[ 0.01192355  0.02888239  0.00869136 ...  0.01095121  0.02892228
   0.01048076]
 [-0.00036624  0.01819762  0.00710807 ...  0.01029809  0.00730951
   0.01480833]
 [ 0.00210441  0.03096426  0.0078901  ...  0.00471533  0.03099064
   0.01012004]
 ...
 [ 0.00707369  0.03091492  0.01018938 ...  0.00674225  0.03440817
   0.0127977 ]
 [ 0.00489223  0.0292189   0.00448174 ...  0.01674949 -0.01068405
   0.00843867]
 [-0.00061121  0.00819234  0.00272699 ...  0.01158543  0.0396356
   0.00756837]]"	394.92	2
96	113	lqzuCCO--Kw	"[[ 0.00092871  0.03142461 -0.00640662 ...  0.02855547 -0.01182696
  -0.00131515]
 [ 0.00765129 -0.00091322 -0.00457976 ...  0.04660578 -0.01799525
   0.00645469]
 [ 0.01055535  0.01859879 -0.00213718 ...  0.03707927 -0.00725975
   0.00169797]
 ...
 [ 0.01249151  0.0043839  -0.00076395 ...  0.04438856 -0.01423675
   0.00771275]
 [ 0.00867929  0.01476427  0.00180454 ...  0.02904689 -0.01438263
   0.00825155]
 [-0.00047363  0.01014279  0.00701137 ...  0.02094001 -0.01808446
   0.00597412]]"	81.28	-1
97	114	MetiPlAIoD4	"[[0.00708296 0.00283966 0.011266   ... 0.01952882 0.11087804 0.00893391]
 [0.00993588 0.00772267 0.0132869  ... 0.02013153 0.06379823 0.01540088]
 [0.00677545 0.01320653 0.01310964 ... 0.00913917 0.03952497 0.00259543]
 ...
 [0.01635133 0.02704423 0.01674929 ... 0.00450144 0.02232976 0.01315361]
 [0.01487114 0.02262655 0.01691879 ... 0.01264649 0.08095622 0.01489821]
 [0.00084495 0.0206058  0.0037388  ... 0.01272603 0.09031119 0.01332719]]"	580.4	2
98	115	qpsuvzhNrj4	"[[ 8.5509103e-03  5.5018771e-03  9.9104326e-03 ... -4.6064397e-03
  -2.9647280e-02  5.5389721e-03]
 [ 6.9448105e-03  4.9913175e-02  1.1003602e-02 ...  4.8274030e-03
   3.4050990e-02  1.1402828e-03]
 [ 8.4246546e-03  3.7295982e-02  1.4463618e-02 ... -1.5669348e-02
  -2.7621223e-02  4.9856691e-05]
 ...
 [ 4.4749300e-03  3.8762320e-02  6.1804070e-03 ...  1.5828975e-02
   1.8289752e-02  7.9620453e-03]
 [-2.5225352e-03  3.7697244e-02  7.4551590e-03 ...  9.4321175e-03
   1.6719135e-02  5.1151817e-03]
 [ 6.6438932e-03  2.6912572e-02  1.2508728e-02 ...  6.6772732e-03
   2.9837696e-02  3.5104631e-03]]"	134.76	2
99	116	SGIlxFmU5es	"[[0.00873501 0.01148887 0.00550351 ... 0.00575564 0.11516605 0.01243593]
 [0.01566993 0.03839588 0.00705204 ... 0.0123466  0.08072978 0.00618407]
 [0.01078783 0.03772252 0.00085812 ... 0.01639681 0.06391307 0.01302564]
 ...
 [0.00984957 0.0205283  0.00889128 ... 0.00309625 0.08436507 0.00472003]
 [0.00683409 0.03133665 0.00745438 ... 0.0207666  0.094771   0.00713803]
 [0.00384217 0.02404633 0.00190038 ... 0.01350516 0.05944096 0.00542329]]"	434.433	2
100	117	vnT-GvIat98	"[[0.01540746 0.02018253 0.00260663 ... 0.01993345 0.00596647 0.00499336]
 [0.00974837 0.02117087 0.00426015 ... 0.01294784 0.04842443 0.00809842]
 [0.0142845  0.01503882 0.00659644 ... 0.0024695  0.03776015 0.009708  ]
 ...
 [0.006942   0.01338089 0.01035076 ... 0.02019665 0.0808831  0.01139736]
 [0.01345966 0.01921613 0.00583513 ... 0.02637162 0.04523296 0.01038351]
 [0.0086754  0.00269323 0.0022969  ... 0.02641158 0.00500815 0.01089797]]"	140.8	2
101	118	VybDPqxJRZs	"[[ 0.01425446  0.02849689  0.00979206 ...  0.00190769  0.0297025
   0.01276411]
 [ 0.01410788  0.02720238  0.00709945 ...  0.00771738  0.00246097
   0.01677554]
 [ 0.01169129  0.04226387  0.00702404 ...  0.00851133 -0.00329508
   0.01731763]
 ...
 [ 0.00592884  0.02828748  0.00850756 ...  0.01727053  0.04476971
   0.01204411]
 [ 0.01482345  0.02833846  0.00452034 ...  0.00570245  0.02591333
   0.01059489]
 [ 0.01144907  0.02985727  0.00732853 ...  0.00976783  0.06779247
   0.01005521]]"	74.6333	2
102	119	VybDPqxJRZs	"[[ 0.00507125  0.03749666  0.01291864 ...  0.00746192  0.03079144
   0.00778756]
 [ 0.01212984  0.03337342  0.00586369 ...  0.0153095   0.04292242
   0.00617382]
 [ 0.01127847  0.02326158  0.01417977 ...  0.00635763  0.05378621
   0.00706496]
 ...
 [ 0.01260831  0.05288288  0.00780311 ...  0.0068234   0.03700318
   0.00564761]
 [ 0.00203379  0.02770079  0.01048636 ...  0.00545565  0.01179876
   0.01391552]
 [ 0.01037077  0.03958651  0.01031904 ...  0.00676464 -0.00247864
   0.01131484]]"	94.5	2
103	120	US7QH1Gmy3g	"[[ 0.00936539  0.03807047  0.01254643 ...  0.0226592  -0.00276913
   0.01377446]
 [ 0.0039447  -0.02268784  0.00377441 ...  0.03131648 -0.07808245
   0.02273691]
 [ 0.01354327 -0.00834814  0.0015392  ...  0.01450771 -0.01409064
   0.02151093]
 ...
 [ 0.01103968  0.01415236  0.01999389 ...  0.01565294  0.05596524
   0.01948281]
 [ 0.01156945  0.00539233  0.00823492 ...  0.0075964  -0.10073866
   0.01023523]
 [ 0.0165922  -0.01592982  0.00717089 ... -0.00379864 -0.07841503
   0.00645593]]"	75.92	-1
104	121	US7QH1Gmy3g	"[[ 0.01093025  0.02337682  0.00796132 ...  0.00926959  0.02856762
   0.00372264]
 [ 0.01516897  0.02785855  0.00832581 ...  0.00129684  0.07281487
   0.00729804]
 [ 0.00589876  0.02963168  0.01316181 ...  0.005535    0.00546971
   0.00666743]
 ...
 [ 0.01002505  0.03967216  0.00768104 ...  0.00244948  0.01857442
   0.01505443]
 [ 0.00614978  0.03796096  0.00542374 ...  0.00635166 -0.02925908
   0.01298127]
 [ 0.00470994  0.02289934  0.0074803  ...  0.03357206 -0.02457653
   0.01978753]]"	518.12	2
105	122	wE9aeD3JgII	"[[ 0.0073267   0.00297983  0.01340833 ...  0.00142613 -0.02799098
   0.00584278]
 [ 0.00535406  0.06119938  0.00510971 ...  0.00775524 -0.00297597
   0.00323059]
 [ 0.00608114  0.00126053  0.01306742 ...  0.00601545  0.04995935
   0.01382701]
 ...
 [ 0.00647388  0.01790027  0.01774318 ... -0.01298386  0.00021653
   0.00263687]
 [ 0.0146832   0.03257777  0.00437768 ... -0.00784859  0.01281393
   0.00642423]
 [ 0.01843484  0.01132237  0.00297211 ...  0.01469668 -0.01596479
   0.00384429]]"	72.2	2
106	123	WNAf0LUIJyI	"[[ 0.01235448  0.01672022  0.00158317 ...  0.00291496  0.06274769
   0.00390531]
 [ 0.01143205  0.02047927  0.00518895 ...  0.00148237  0.07370917
   0.01008324]
 [ 0.01307058  0.03324732  0.0040429  ...  0.003301    0.02465525
   0.01299906]
 ...
 [ 0.01274487  0.0350258   0.01759849 ...  0.01540216  0.092604
   0.01176164]
 [ 0.01086815  0.01452017 -0.00276789 ...  0.03170572 -0.01165564
   0.01003431]
 [ 0.00885232 -0.01056558  0.01718674 ...  0.00682338  0.00813046
  -0.00954188]]"	51.8333	2
107	124	WJAiZ5pmqLs	"[[0.00994446 0.0411601  0.00176481 ... 0.00854714 0.00692853 0.00902158]
 [0.00931059 0.0319053  0.00619638 ... 0.01174856 0.05621025 0.00713337]
 [0.01276259 0.03012749 0.00468882 ... 0.008534   0.01258186 0.00717275]
 ...
 [0.0050955  0.02701591 0.00517484 ... 0.01783943 0.02829706 0.01274843]
 [0.00790598 0.03139663 0.00700185 ... 0.01959438 0.02897735 0.0131072 ]
 [0.00648367 0.04112865 0.00345096 ... 0.01154988 0.05926248 0.00914575]]"	448.2	2
108	125	WJAiZ5pmqLs	"[[-0.01498435 -0.0030294   0.00939055 ...  0.00022075  0.02048622
  -0.00264215]
 [ 0.00419649 -0.00530235  0.00927116 ...  0.00739478  0.02330611
   0.01080396]
 [-0.00046227 -0.01127093  0.0065973  ...  0.01214826  0.02554548
  -0.00076684]
 ...
 [ 0.00923757  0.01648244  0.00641764 ...  0.01571728 -0.00442892
   0.00727747]
 [ 0.00380895 -0.00727804  0.00893339 ...  0.00226984  0.03279566
   0.00042666]
 [-0.00357248 -0.00470668 -0.00152791 ...  0.0082549   0.01272244
   0.00332571]]"	70.1333	-1
109	126	WZ_xUadSOF0	"[[ 6.90346491e-03  7.02427793e-03  5.67305135e-03 ...  4.49109189e-02
   3.85045148e-02  8.21906608e-03]
 [-1.85529516e-05  1.28958207e-02  1.68511469e-03 ...  5.88639565e-02
  -1.94570329e-02  9.78130568e-03]
 [ 4.36473964e-03  1.35012930e-02  7.98808783e-03 ...  2.43047364e-02
  -2.30613258e-02  6.82090595e-03]
 ...
 [-2.77233752e-03  3.45701165e-02  1.06802145e-02 ... -1.20416582e-02
   3.47324051e-02  7.94787332e-03]
 [ 9.40491911e-03  1.69793665e-02  1.34531502e-03 ...  3.22910659e-02
   2.79251523e-02  1.06466049e-02]
 [ 2.29141116e-02  9.32257529e-03  1.06106764e-02 ...  5.25765913e-03
  -4.43997532e-02  1.44891227e-02]]"	52.8333	-1
110	127	XwAciRZg8fE	"[[ 0.01188832  0.00097213  0.01105966 ... -0.01004734  0.00738603
   0.00400648]
 [ 0.00744859  0.04734932  0.01143729 ... -0.00834567  0.0557826
   0.00396299]
 [ 0.00416684  0.02143819  0.00371468 ...  0.01479192  0.03372071
   0.01551547]
 ...
 [ 0.01276283  0.03601869  0.00640126 ...  0.0043151   0.01692759
   0.00690351]
 [-0.0017905   0.00482351 -0.00011258 ...  0.0250913   0.02882175
   0.01535294]
 [ 0.00573004  0.03323568 -0.00348936 ...  0.02365758 -0.00592846
  -0.00251962]]"	104.8	2
111	128	_eT17U-ls6U	"[[ 2.0425988e-02 -1.6029561e-02 -2.0533429e-02 ...  4.6326108e-03
   4.4010058e-03  6.9021108e-03]
 [ 5.1981588e-03 -1.0674955e-02 -1.8003996e-02 ... -2.8290071e-03
  -6.0792995e-04  1.4511096e-02]
 [ 2.1185754e-03 -1.1263047e-02 -1.9901427e-02 ...  1.0814870e-02
   1.5203387e-02  1.2863510e-02]
 ...
 [ 6.1147888e-03 -7.3027881e-03 -1.7569207e-02 ...  3.4992486e-02
   3.4959514e-02 -1.0383150e-03]
 [-1.5890369e-03 -1.0159927e-02 -2.3560489e-02 ...  2.2450434e-02
   5.3970881e-02  4.8934212e-03]
 [-7.3460214e-05 -5.0701229e-03 -2.3617961e-02 ... -7.5826398e-03
   8.2004316e-02  9.9691004e-03]]"	87.796	-1
112	130	_Y7wKOIg5Hw	"[[ 0.00830455 -0.00643529 -0.00153781 ...  0.02099011  0.02439385
   0.01509552]
 [-0.00578019 -0.01958316 -0.01645488 ...  0.00268185  0.00581973
   0.01439247]
 [-0.00031059 -0.01371309 -0.00368778 ...  0.01531436 -0.00441974
   0.01495514]
 ...
 [ 0.00174424 -0.00968129 -0.00131792 ...  0.01017661 -0.02056372
   0.00788767]
 [ 0.00268817 -0.01665219 -0.00162361 ...  0.01213169  0.03655448
   0.01635941]
 [ 0.02657035 -0.00810956 -0.00124596 ...  0.00222974  0.01381129
   0.01218408]]"	137.22	-1
113	131	_Y7wKOIg5Hw	"[[ 0.01904629 -0.01058708  0.00189352 ... -0.00317737  0.06972101
   0.00291266]
 [ 0.00615903 -0.01820821 -0.00980139 ...  0.01694326  0.07607543
   0.02189113]
 [ 0.0091163  -0.0099861  -0.00506428 ...  0.00265947  0.04438177
   0.01048094]
 ...
 [-0.00617247 -0.01027192  0.00479874 ...  0.0198472   0.08820325
   0.00670013]
 [ 0.01776033 -0.00785553  0.00857499 ...  0.01533134  0.04852171
   0.00491939]
 [ 0.02836054 -0.01083441 -0.01501014 ... -0.00920207  0.0778202
   0.0052329 ]]"	38.8722	-1
114	132	0MXkoYqIZFQ	"[[-0.00033604 -0.00632287  0.0033887  ...  0.00522603  0.07342352
   0.01132063]
 [ 0.00036655  0.00372609 -0.01053847 ... -0.01774439  0.05251381
  -0.00109417]
 [ 0.01527157 -0.00079138 -0.00608187 ... -0.02785735  0.08913694
   0.00689607]
 ...
 [-0.00368424 -0.00218846 -0.00299472 ... -0.00729397  0.05293744
   0.0129278 ]
 [-0.00299594 -0.00521871 -0.00723292 ... -0.01580442  0.04546648
   0.01563489]
 [ 0.01516672 -0.00692186 -0.00146236 ... -0.01388134  0.06788914
   0.01179046]]"	91.4664	-1
115	133	0MXkoYqIZFQ	"[[-0.00290229 -0.00691779  0.00051089 ...  0.00930542  0.03719575
   0.01322983]
 [-0.00464196 -0.0072979  -0.00488772 ...  0.01527635  0.02272227
   0.01358686]
 [ 0.014165   -0.01359303  0.01387286 ...  0.01152806  0.01468697
   0.01014428]
 ...
 [ 0.00138104 -0.00843269  0.00018971 ... -0.00476214  0.03264346
   0.00748556]
 [ 0.01135645 -0.015049    0.01007798 ... -0.00498111  0.05779083
   0.00426529]
 [-0.00657101  0.00032365 -0.00325862 ...  0.01580885  0.05610981
   0.01552473]]"	48.7153	-1
116	135	1Q9gzlrDvrk	"[[ 1.57644227e-02 -1.21856015e-02  1.59195829e-02 ... -2.58668382e-02
  -5.05675329e-04 -4.82820021e-03]
 [ 5.35427779e-03 -1.28074642e-02  1.30655002e-02 ... -2.38402262e-02
   4.11392003e-02 -6.42523076e-03]
 [ 2.80332123e-03 -8.44945386e-03  7.44146807e-03 ... -2.29425635e-02
   1.18409153e-02  4.55552945e-04]
 ...
 [-9.22360457e-03 -1.40849026e-02  7.35548511e-03 ...  1.66576845e-03
   1.55490246e-02  1.14804804e-02]
 [ 9.85964853e-03 -1.36215184e-02  1.85151454e-02 ... -1.59763005e-02
   5.74533641e-03  1.14954822e-03]
 [ 1.36977900e-02 -7.80738331e-03  7.89948026e-05 ... -3.47765302e-03
  -3.04939263e-02 -2.09265185e-04]]"	81.9152	-1
117	136	1Q9gzlrDvrk	"[[ 0.00402167 -0.00457905  0.00046764 ...  0.01168257  0.00130867
   0.00796151]
 [-0.00105084 -0.0104757  -0.00308276 ...  0.01503142  0.04424894
   0.00130683]
 [-0.00015081 -0.00414528 -0.0076387  ...  0.01279019  0.02441323
   0.00798944]
 ...
 [-0.01235849 -0.01038944  0.00375794 ... -0.02245088  0.00910778
   0.0086069 ]
 [ 0.03683253  0.00250619  0.00823663 ... -0.01489325  0.04316096
   0.00040626]
 [ 0.00638266 -0.00729378  0.00041929 ... -0.01811522  0.03933498
   0.00997386]]"	46.7967	-1
118	137	7jPc11-CSy0	"[[ 0.0185915   0.00188325 -0.0097211  ...  0.02186484  0.04802474
   0.01494214]
 [ 0.02075661  0.0036681  -0.0012193  ...  0.01590912  0.06929433
   0.01471663]
 [ 0.02457574 -0.00650948 -0.00524354 ...  0.00414099  0.02494917
   0.02353471]
 ...
 [ 0.01597309 -0.02895757  0.00255444 ... -0.00556615  0.04432984
   0.01980603]
 [-0.02483423 -0.00026962 -0.01054839 ...  0.01837695  0.09662376
   0.00904161]
 [ 0.00560265 -0.01923934 -0.01231349 ...  0.02041957  0.04287259
   0.02128617]]"	71.071	-1
119	138	7jPc11-CSy0	"[[ 0.00189897 -0.00956453 -0.01038644 ...  0.00697465  0.01518032
   0.01615849]
 [ 0.00757166 -0.00898501  0.00617467 ...  0.0091338   0.06980497
   0.00950079]
 [-0.00343472 -0.02842113  0.01429353 ...  0.0335743   0.03767794
   0.01904536]
 ...
 [ 0.00805124 -0.0111586  -0.02232511 ...  0.0143693  -0.01867416
   0.00146989]
 [ 0.01102479 -0.01587467 -0.00091512 ...  0.00556958  0.0464264
   0.01832858]
 [ 0.00552243 -0.0111695  -0.00644131 ...  0.01237834 -0.0080364
  -0.00253162]]"	48.0063	-1
120	140	8CE5NGkUKdA	"[[ 0.03981961  0.00206782 -0.00551602 ... -0.00917016  0.09823519
   0.0046023 ]
 [ 0.02187061 -0.00417095  0.00432687 ... -0.02049742  0.07806226
   0.00066431]
 [ 0.00307984 -0.00100281  0.00105043 ... -0.01249178  0.06554839
   0.00277545]
 ...
 [ 0.01100253 -0.00529668 -0.00109273 ...  0.00048018  0.03646507
   0.00146832]
 [ 0.00600478 -0.00098112 -0.00273263 ... -0.01668683  0.03679901
   0.0047782 ]
 [-0.00224816  0.00652416 -0.0029104  ... -0.03088715  0.02856967
  -0.00550518]]"	79.2874	-1
121	142	2aVmu8eK_l4	"[[-4.4234530e-03  8.6837439e-03 -4.6543945e-03 ...  3.5465681e-03
   4.7911890e-02  4.1032061e-03]
 [-1.8282386e-02  7.4449158e-04 -5.0973566e-03 ...  1.0311035e-02
   5.7489071e-02  5.6365412e-03]
 [-1.4755585e-02 -1.1927225e-03 -8.8111754e-04 ...  1.2458092e-02
   4.1223574e-02  4.7226334e-03]
 ...
 [ 4.6087126e-03 -4.0438217e-03 -6.2766457e-03 ...  4.7418419e-03
   5.1361844e-02 -1.7824186e-03]
 [-1.4204227e-02  3.6884879e-03 -5.0465882e-05 ... -3.9459541e-03
   5.0386395e-02 -3.2326663e-03]
 [-1.8568685e-02  2.4393362e-03 -8.1328610e-03 ...  1.3953140e-02
   8.8857636e-03  5.4783374e-03]]"	154.738	-1
122	144	aOUDPl3Jams	"[[-0.0161638  -0.00836361 -0.00362716 ... -0.00095046  0.03763564
   0.00386449]
 [-0.02107576 -0.00538985  0.00105024 ...  0.00176126  0.06397944
   0.00090645]
 [-0.02013255 -0.00153789 -0.0059739  ...  0.01212811  0.04892445
   0.0051009 ]
 ...
 [-0.02248611 -0.00426879 -0.00766972 ...  0.00900081  0.05107016
   0.00752494]
 [-0.01411058  0.00135925 -0.0021727  ... -0.00012624  0.03489362
   0.00468207]
 [-0.01386165  0.00523193  0.00020026 ...  0.00032274  0.11225838
   0.0022076 ]]"	640.765	-1
123	145	Aw9fCYnZMP0	"[[-2.0917332e-02 -7.3866490e-03  2.0394693e-03 ... -6.2942589e-03
   5.2004304e-02  1.5739114e-03]
 [-3.6080002e-03 -2.8632456e-03  4.6070078e-03 ... -2.1169575e-02
   3.4167387e-02 -1.1983416e-02]
 [-4.1215168e-03 -1.9968818e-03  1.9087715e-04 ...  1.7505644e-02
   2.1742586e-02 -2.6412355e-03]
 ...
 [-5.9261383e-03 -3.4191702e-03  1.1443130e-02 ... -7.7018095e-03
   2.3350753e-02  4.7240118e-03]
 [-2.1914186e-02 -5.5467049e-03 -9.6529740e-04 ...  8.0758095e-04
  -1.6617436e-02  4.4967914e-03]
 [-1.2313749e-02  1.8368664e-03  9.1664333e-05 ... -1.2883084e-02
   5.6077838e-03  1.5057401e-02]]"	154.32	-1
124	149	B0-rcLJZrZU	"[[-1.74257252e-03 -2.02277233e-03  4.33282042e-03 ...  1.36164725e-02
   4.21124175e-02  8.40938091e-03]
 [-3.15907039e-03 -4.17058961e-03  9.06089973e-03 ... -3.20384055e-02
   3.00533492e-02 -6.97017601e-03]
 [-4.25706711e-03 -6.04713010e-03 -3.59434867e-03 ...  8.44412204e-03
   8.42025280e-02  1.00677982e-02]
 ...
 [ 1.02183511e-02  1.66952319e-04 -1.06506860e-02 ...  1.35824103e-02
   5.37177138e-02  8.44853523e-04]
 [-2.55299872e-03  6.70568505e-03 -8.99779890e-03 ...  2.35411935e-02
   5.42965159e-02 -4.49969061e-03]
 [-4.24015243e-03  8.73333993e-05 -1.10132508e-02 ...  1.79774873e-02
   2.24047918e-02  9.86448955e-03]]"	47.756	-1
125	150	B0-rcLJZrZU	"[[-9.20916256e-03 -1.07427062e-02 -2.98948307e-05 ...  1.04403934e-02
   7.59116933e-02  1.08799497e-02]
 [ 1.33691011e-02 -1.04107447e-02 -1.13176508e-02 ... -9.89416335e-03
   4.69731763e-02  1.38814282e-02]
 [ 1.20050255e-02 -9.60405450e-03 -9.44897160e-03 ... -5.89446910e-03
   3.71344574e-02  1.32829137e-02]
 ...
 [ 7.84849934e-03  5.70971193e-03 -5.91005664e-03 ... -2.30284445e-02
   3.63972709e-02 -5.50514553e-03]
 [ 5.31587924e-04  7.63245625e-03 -1.00673474e-02 ... -2.73357574e-02
   3.03063225e-02 -5.19467937e-03]
 [ 2.07198504e-03  4.32897964e-03 -7.53568904e-03 ... -1.83435977e-02
   1.93792488e-02  4.56193136e-03]]"	57.4324	-1
126	154	dw1pcD2nUYU	"[[ 0.01911053  0.00893987 -0.00236412 ... -0.01783672  0.07372184
  -0.00083367]
 [-0.0009303   0.00403945 -0.00733761 ... -0.00795844  0.06876741
   0.00746148]
 [ 0.00546871  0.00821186 -0.01896787 ...  0.00786686  0.10827004
   0.00989919]
 ...
 [-0.01167999 -0.01519783 -0.00872842 ... -0.00523361  0.03375347
   0.0154304 ]
 [ 0.01742022  0.00211373 -0.00366386 ... -0.02519499  0.07312945
   0.00092542]
 [ 0.00451025 -0.00454805  0.00019819 ... -0.01492582  0.07472036
   0.00547212]]"	49.7998	-1
127	155	dw1pcD2nUYU	"[[ 7.1392152e-03  3.2301103e-03 -1.4991184e-02 ... -9.7870324e-03
   6.3781597e-02  3.3886493e-03]
 [ 1.7006929e-03 -1.3041571e-02 -8.8442044e-05 ...  7.3477915e-03
   3.5774801e-02  1.3386340e-02]
 [ 3.3440026e-03 -7.1143787e-03 -2.5251352e-03 ... -9.4167870e-03
   3.7267219e-02  1.6773753e-02]
 ...
 [ 1.0337802e-02 -1.8877825e-02 -5.4355338e-03 ...  1.1916044e-02
   5.5342101e-02  1.5206876e-02]
 [ 7.2955718e-04 -1.6276076e-02 -1.7820010e-02 ... -5.3757718e-03
   4.3072231e-02  1.6640592e-02]
 [-7.1649300e-03 -1.7589460e-03 -8.2992483e-03 ...  1.4892724e-02
   3.4694724e-02  1.6299356e-02]]"	77.7443	-1
